filename,CE_g,CE_by,CE_rg,SC_g,SC_by,SC_rg,animal,name_length
'im_1663.jpg',0.004819066,0.000459197,0.000607181,0.960018064,0.588045303,0.643145877,0,13
'im_1664.jpg',0.005662147,0.004382309,0.002775743,0.954037434,1.033940625,1.202308823,0,13
'im_1665.jpg',0.000794164,0.000546165,0.000903324,0.594501564,0.379963274,0.613804017,0,13
'im_1666.jpg',0.007286358,0.000704638,0.000510317,1.161097551,0.623008119,0.874479966,0,13
'im_1667.jpg',0.005822841,0.001494251,0.000945768,0.954239702,0.607111742,0.802448866,0,13
'im_1668.jpg',0.0053731,0.00051897,0.000639489,1.080268391,0.559530857,0.802678402,0,13
'im_1669.jpg',0.008981663,0.000901618,0.000626653,1.037243985,0.699239762,0.956656428,0,13
'im_167.jpg',0.004499663,0.000179814,0.000189142,1.226944091,0.593663097,1.021472283,1,12
'im_1670.jpg',0.004615356,0.003159023,0.003330881,1.071390799,0.752365977,0.867504738,0,13
'im_1671.jpg',0.002288073,0.000591134,0.000534578,0.849494226,0.419897182,0.5655313,0,13
'im_1672.jpg',0.000486968,0.000155524,0.00192257,0.569821464,0.369931706,0.508768817,0,13
'im_1673.jpg',0.004328869,0.000808665,0.001900911,0.998563818,0.560887439,0.865533317,0,13
'im_1674.jpg',0.012485168,0.003694412,0.002435898,1.069750128,0.5471323,0.752548611,0,13
'im_1675.jpg',0.010781643,0.00199571,0.002357479,1.465113057,1.083626161,0.963742104,0,13
'im_1676.jpg',0.008747014,0.001490115,0.00209732,0.913184552,0.652253883,0.664172386,0,13
'im_1677.jpg',0.001646905,0.000249803,0.000260654,0.804788091,0.268218283,0.425738961,0,13
'im_1678.jpg',0.008868818,0.00060998,0.000386682,0.89263708,0.54896207,0.572053596,0,13
'im_1679.jpg',0.003503796,0.000300479,0.000599347,0.812696084,0.477076972,0.732628593,0,13
'im_168.jpg',0.0031757,0.000408055,0.000468819,0.860067242,0.623872898,0.921005687,1,12
'im_1680.jpg',0.005271063,0.00217635,0.001211872,0.808802328,0.690512164,0.845869341,0,13
'im_1681.jpg',0.006801689,0.000915109,0.001051699,0.836699141,0.429439691,0.586365528,0,13
'im_1682.jpg',0.004022171,0.000288123,0.000828339,0.71320037,0.381722358,0.617806064,0,13
'im_1683.jpg',0.010752353,0.001533991,0.001619873,1.413950672,1.068508028,0.944108548,0,13
'im_1684.jpg',0.007679457,0.000670214,0.001241648,0.631274974,0.412570865,0.587356904,0,13
'im_1685.jpg',0.004085866,0.001785402,0.0014013,1.004134076,0.619830942,0.846414259,0,13
'im_1686.jpg',0.00826063,0.000705222,0.000717093,0.947749753,0.52200827,0.730842191,0,13
'im_1687.jpg',0.000591935,0.000409698,0.001036852,0.850519788,0.698473458,0.948448027,0,13
'im_1688.jpg',0.001558671,0.001116885,0.002253739,0.781352862,0.587786595,0.854622803,0,13
'im_1689.jpg',0.010093304,0.002144917,0.001631502,0.879100566,0.685174691,0.896758741,0,13
'im_169.jpg',0.002969176,0.00049472,0.000533231,1.040606126,0.919311153,0.991731075,1,12
'im_1690.jpg',0.005511281,0.002592715,0.003327395,1.025384915,0.833850792,1.025022101,0,13
'im_1691.jpg',0.007723395,0.001107842,0.001006252,0.844654182,0.921919832,0.965534877,0,13
'im_1692.jpg',0.004607231,0.001088411,0.00177447,0.853091942,0.513359652,0.688487536,0,13
'im_1693.jpg',0.007652021,0.000445808,0.000488979,0.996806085,0.396096583,0.889229616,0,13
'im_1694.jpg',0.003710691,0.001012557,0.000616817,0.795699325,0.588024983,0.675956552,0,13
'im_1695.jpg',0.006480429,0.002175807,0.001545267,1.109100061,1.035557874,0.887864994,0,13
'im_1696.jpg',0.008168314,0.002172797,0.000914556,1.124627659,1.025449546,1.208623114,0,13
'im_1697.jpg',0.005182468,0.000808123,0.00061189,0.877560191,0.839568362,0.843947393,0,13
'im_1698.jpg',0.010779202,0.000988899,0.001000065,0.898582688,0.882827233,1.090172266,0,13
'im_1699.jpg',0.006429057,0.000830424,0.000728476,0.989765243,0.554222821,0.840348806,0,13
'im_17.jpg',0.006440858,0.001314032,0.001146531,1.489090184,1.116375908,1.40863488,1,11
'im_170.jpg',0.010725479,0.002475934,0.000941184,1.312069974,1.132876111,1.418071164,1,12
'im_1700.jpg',0.002049475,0.000944066,0.000475397,0.727566288,0.629220371,0.84665965,0,13
'im_1701.jpg',0.005924781,0.000995411,0.000793692,0.879034421,0.77958772,0.982743325,0,13
'im_1702.jpg',0.003514868,0.001477234,0.002839704,0.747245811,0.551917885,0.674749554,0,13
'im_1703.jpg',0.005199083,0.000319087,0.000396235,0.91894601,0.440696495,0.942799585,0,13
'im_1704.jpg',0.005197592,0.000265945,0.000282224,0.837978171,0.468278788,0.80219505,0,13
'im_1705.jpg',0.000145089,0.000355475,0.000118708,0.515931144,0.315257597,0.504272002,0,13
'im_1706.jpg',0.007323292,0.001737558,0.005293036,0.789139307,0.503326203,0.576967212,0,13
'im_1707.jpg',0.007635197,0.001692031,0.000874623,1.140318742,0.815144532,1.136262173,0,13
'im_1708.jpg',0.005097792,0.002986341,0.001905375,0.992896443,0.738321212,1.072665513,0,13
'im_1709.jpg',0.003737685,0.000643236,0.000645127,0.806509281,0.564060151,0.631122021,0,13
'im_171.jpg',0.004416981,0.001772699,0.001828924,0.700577619,0.727524961,1.049102204,1,12
'im_1710.jpg',0.005098352,0.000523259,0.000816252,1.098436204,0.583508057,0.953121461,0,13
'im_1711.jpg',0.006164389,0.001800605,0.002274232,1.087394324,0.880207826,0.692240773,0,13
'im_1712.jpg',0.006244806,0.004136357,0.002292648,0.866529925,0.476569601,0.658919719,0,13
'im_1713.jpg',0.003459482,0.001679638,0.001891159,0.961388908,0.997782563,0.685222241,0,13
'im_1714.jpg',0.001347172,0.000409104,0.00025806,0.605147709,0.339630519,0.603363365,0,13
'im_1715.jpg',0.00830216,0.000550423,0.00147929,0.931706434,0.478571755,0.581787962,0,13
'im_1716.jpg',0.006596773,0.001743479,0.002880174,0.879783021,0.636484613,0.770919661,0,13
'im_1717.jpg',0.00503411,0.002524552,0.002478343,0.711378885,0.570262771,0.800756963,0,13
'im_1718.jpg',0.010455443,0.001980997,0.002878885,0.887593335,0.594319706,0.646559639,0,13
'im_1719.jpg',0.007045509,0.000346693,0.000314738,0.902388279,0.503509022,0.563312353,0,13
'im_172.jpg',0.003389638,0.001124629,0.001025312,0.705795948,0.627471059,0.787658176,1,12
'im_1720.jpg',0.001546277,0.000706599,0.00110651,0.779284016,0.661474158,0.672133192,0,13
'im_1721.jpg',0.007031319,0.000795479,0.001457136,1.150665467,0.687373514,0.819306496,0,13
'im_1722.jpg',0.008104001,0.002192777,0.00164737,0.92731173,0.571116226,0.717891798,0,13
'im_1723.jpg',0.005468522,0.000835347,0.000429358,1.014809133,0.548715965,0.776909109,0,13
'im_1724.jpg',0.000484797,0.000375434,0.000491889,0.678523845,0.353706374,0.609110677,0,13
'im_1725.jpg',0.005718233,0.001082069,0.00074773,0.825195238,0.618248587,0.702288913,0,13
'im_1726.jpg',0.002921486,0.00109197,0.001002442,0.639506164,0.662619658,0.701351431,0,13
'im_1727.jpg',0.009453794,0.001649868,0.001390129,1.125578287,1.00187125,1.049881949,0,13
'im_1728.jpg',0.004438751,0.000103192,0.000287972,1.028713945,0.444649843,0.600167385,0,13
'im_1729.jpg',0.00122461,0.000314236,0.000588649,0.535253876,0.426676043,0.66854132,0,13
'im_173.jpg',0.004882641,0.003696827,0.001333586,1.093744081,1.366989509,1.409489283,1,12
'im_1730.jpg',0.007098613,0.001271674,0.00081539,0.706301024,0.461586946,0.703428386,0,13
'im_1731.jpg',0.002458812,0.000512734,0.000391806,0.6795992,0.35423741,0.701351597,0,13
'im_1732.jpg',0.009500023,0.002943629,0.002237787,1.184448778,0.814630652,0.936235872,0,13
'im_1733.jpg',0.007681383,0.003283881,0.003271936,0.884579185,0.758657519,0.949576261,0,13
'im_1734.jpg',0.005399246,0.000872041,0.001106981,0.835749051,0.648372373,0.875886533,0,13
'im_1735.jpg',0.005845039,0.000856753,0.001143745,1.120817577,0.859362331,1.014897845,0,13
'im_1736.jpg',0.004327711,0.002103854,0.000958387,0.855671168,0.854449926,0.881383185,0,13
'im_1737.jpg',0.00187252,0.000991634,0.000936174,0.800951179,0.368611731,0.697116074,0,13
'im_1738.jpg',0.008728226,0.000467268,0.000577256,0.642350739,0.382548597,0.691606382,0,13
'im_1739.jpg',0.00566973,0.000863108,0.001151407,0.781844988,0.615779772,0.826600163,0,13
'im_174.jpg',0.004666955,0.000545845,0.000477396,1.170610535,1.082977246,1.368978104,1,12
'im_1740.jpg',0.000897514,0.000400738,0.000456771,0.50884671,0.460053479,0.772935788,0,13
'im_1741.jpg',0.007075581,0.00026846,0.000312726,1.137343345,0.620161471,0.961094128,0,13
'im_1742.jpg',0.008905501,0.00129251,0.002555013,0.987668364,0.604498575,0.66999583,0,13
'im_1743.jpg',0.001161872,0.000191825,0.000227943,0.652113536,0.391609026,0.669096529,0,13
'im_1744.jpg',0.007889463,0.00176037,0.001723311,1.063807771,0.787223269,0.771016165,0,13
'im_1745.jpg',0.007619228,0.002227913,0.001480059,0.809549831,0.597733877,0.945355341,0,13
'im_1746.jpg',0.006294977,0.00049966,0.000402489,1.003648334,0.408310817,0.672086841,0,13
'im_1747.jpg',0.006499848,0.001320404,0.001631711,1.062554575,0.558264095,0.631528883,0,13
'im_1748.jpg',0.002576312,0.00044621,0.000397918,1.096322913,0.698108803,1.214899635,0,13
'im_1749.jpg',0.00439033,0.000321602,0.000293656,1.057352602,0.734832865,0.932778854,0,13
'im_175.jpg',0.006711799,0.000785332,0.000730529,1.378500735,1.024551031,1.267371826,1,12
'im_1750.jpg',0.005752942,0.00095169,0.000891316,1.17568176,0.627464068,0.722918544,0,13
'im_1751.jpg',0.004563218,0.000339832,0.000364718,0.838903058,0.444609353,0.912461456,0,13
'im_1752.jpg',0.007374865,0.00089106,0.000969882,0.932537264,0.53561433,0.756551322,0,13
'im_1753.jpg',0.004662635,0.001502463,0.002202825,0.805141892,0.637619488,0.722747631,0,13
'im_1754.jpg',0.008174855,0.002254639,0.00171316,1.001778436,0.820486129,0.925350482,0,13
'im_1755.jpg',0.006998221,0.000318252,0.000511466,0.831932284,0.284159918,0.688851183,0,13
'im_1756.jpg',0.00406524,0.0014976,0.00316892,0.976736035,0.718712166,0.97988574,0,13
'im_1757.jpg',0.002491683,0.000287855,0.000456879,0.923702209,0.573818035,0.711682937,0,13
'im_1758.jpg',0.002830122,0.000588217,0.000737408,0.747214796,0.463041808,0.618410845,0,13
'im_1759.jpg',0.002059096,0.000332495,0.001785517,0.675126109,0.452422724,0.472824781,0,13
'im_176.jpg',0.007469577,0.000517102,0.000752579,1.323527517,0.873854196,1.011553102,1,12
'im_1760.jpg',0.013034679,0.00196505,0.001716488,1.113173449,0.903478602,1.123157688,0,13
'im_1761.jpg',0.00598869,0.000797481,0.000771897,1.080374122,0.966410343,1.03493908,0,13
'im_1762.jpg',0.008300533,0.001880955,0.002148359,1.333957982,0.858205819,0.91255056,0,13
'im_1763.jpg',0.007445317,0.003383957,0.002986055,0.850559353,0.552465462,0.904557915,0,13
'im_1764.jpg',0.007617758,0.001125647,0.001093279,1.146069514,0.951969478,0.883265482,0,13
'im_1765.jpg',0.00245159,0.000772518,0.001607031,0.265102571,0.275380959,0.80672034,0,13
'im_1766.jpg',0.005013463,0.001076621,0.000783636,0.8443546,0.418092185,0.695320868,0,13
'im_1767.jpg',0.006767538,0.001901455,0.002537382,0.769847951,0.64297589,0.679594839,0,13
'im_1768.jpg',0.00638253,0.00152255,0.001872226,0.80874876,0.732885375,0.767763547,0,13
'im_1769.jpg',0.007394352,0.002251627,0.002704812,0.745264625,0.478504148,0.653776662,0,13
'im_177.jpg',0.00519973,0.001729345,0.002705082,1.315859072,1.084024253,1.386359941,1,12
'im_1770.jpg',0.009500702,0.001176307,0.00072304,1.169180496,0.838383037,1.049545315,0,13
'im_1771.jpg',0.004038922,0.001102514,0.000440067,0.867420893,0.562449808,0.860195081,0,13
'im_1772.jpg',0.008802473,0.000867875,0.000611744,1.332601511,0.864364841,0.796496222,0,13
'im_1773.jpg',0.00688645,0.000840496,0.001167902,0.81193468,0.479782187,0.809347444,0,13
'im_1774.jpg',0.00412327,0.00043033,0.000364443,0.909028042,0.483962842,0.751112341,0,13
'im_1775.jpg',0.001075121,0.000173263,0.000180943,0.684896281,0.364961325,0.479459048,0,13
'im_1776.jpg',0.006455186,0.000976514,0.002263084,0.76405959,0.467887757,0.581440943,0,13
'im_1777.jpg',0.004374842,0.001767644,0.000881655,1.255050119,1.165258012,1.351277087,0,13
'im_1778.jpg',0.005391312,0.000814948,0.001071185,1.148500398,0.510728881,0.844153109,0,13
'im_1779.jpg',0.005895038,0.000957408,0.00161909,0.797371378,0.604458503,0.93359333,0,13
'im_178.jpg',0.006145005,0.001273302,0.001093181,0.917005416,0.509520937,0.847639641,1,12
'im_1780.jpg',0.002926957,5.42E-05,0.002484243,0.786001028,0.251179568,0.431783245,0,13
'im_1781.jpg',0.002301759,0.000408726,0.000461593,0.724882688,0.34208041,0.62699345,0,13
'im_1782.jpg',0.007099429,0.000760809,0.001597911,0.932833269,0.861866657,0.883620738,0,13
'im_1783.jpg',0.005285711,0.000356986,0.00084208,0.970095457,0.656715545,0.712379439,0,13
'im_1784.jpg',0.009202917,0.001142528,0.001422868,1.167728104,0.885886352,0.823120063,0,13
'im_1785.jpg',0.002490322,0.000274037,0.000290576,0.784591918,0.587920583,0.770363681,0,13
'im_1786.jpg',0.005610705,0.000716382,0.000704821,1.064259002,0.757105275,0.737676554,0,13
'im_1787.jpg',0.003942258,0.003197155,0.000176386,0.660689787,0.301036655,0.575716527,0,13
'im_1788.jpg',0.002952459,0.000823063,0.001306889,1.031596658,0.434448937,0.702462056,0,13
'im_1789.jpg',0.00504308,9.01E-05,0.000863252,0.691137151,0.346711953,0.676713222,0,13
'im_179.jpg',0.006660497,0.002256709,0.000811602,0.883935691,0.90473847,0.984455356,1,12
'im_1790.jpg',0.009138812,0.000773254,0.000932946,1.105791718,0.889015124,0.929406669,0,13
'im_1791.jpg',0.009353232,0.001165553,0.002605156,0.839555094,0.678150107,0.744731663,0,13
'im_1792.jpg',0.007709006,0.003605378,0.003749379,0.863503846,0.720448256,0.686182159,0,13
'im_1793.jpg',0.010601849,0.00095541,0.000807583,1.063779663,0.546078428,0.698794784,0,13
'im_1794.jpg',0.008421394,0.001073806,0.001260042,0.886523499,0.761987386,0.908532483,0,13
'im_1795.jpg',0.005298853,0.001265518,0.00098721,0.969281375,0.591503668,0.815737401,0,13
'im_1796.jpg',0.008870718,0.001457972,0.000481039,0.834117922,0.313201235,0.832752481,0,13
'im_1797.jpg',0.008394038,0.001540355,0.001210162,1.014463047,0.544434822,0.791261075,0,13
'im_1798.jpg',0.0034147,0.001127141,0.00196329,0.789528492,0.822649368,1.112493465,0,13
'im_1799.jpg',0.00275935,0.00210502,0.00201965,0.626869376,0.478568199,0.684946073,0,13
'im_18.jpg',0.003081223,8.17E-05,0.000120138,1.256261393,0.494461224,0.918729673,1,11
'im_180.jpg',0.003814532,0.000792351,0.000592809,1.321529036,0.995777453,1.261893183,1,12
'im_1800.jpg',0.005335226,0.000406495,0.000411174,1.141617626,0.952312855,1.287380878,0,13
'im_181.jpg',0.009855189,0.000981643,0.000907906,1.383584058,1.207541174,1.479608964,1,12
'im_182.jpg',0.006586985,0.002667878,0.001250729,0.947555954,0.751871576,1.028921653,1,12
'im_183.jpg',0.006384436,0.00070484,0.000795178,1.515313679,1.027025062,1.445302774,1,12
'im_184.jpg',0.003739957,0.00057395,0.000359461,0.866530308,0.570114726,0.901916424,1,12
'im_185.jpg',0.010314745,0.003514962,0.00228734,1.594601267,1.443240712,1.618560456,1,12
'im_186.jpg',0.002730611,0.000368556,0.000296533,1.000374877,0.690193664,0.981115428,1,12
'im_187.jpg',0.006772551,0.001520857,0.001693237,0.818745627,0.893138115,0.915223119,1,12
'im_188.jpg',0.003337965,0.000662954,0.000537293,0.999685666,0.53797844,0.817235282,1,12
'im_189.jpg',0.006353441,0.000417831,0.000436236,0.765925691,0.693380233,1.057502693,1,12
'im_19.jpg',0.001806184,0.000631313,0.000640348,0.91411682,0.842481077,0.925638709,1,11
'im_190.jpg',0.004616295,0.000918816,0.000740016,1.150087587,1.002158854,1.282967107,1,12
'im_191.jpg',0.004283481,0.000974717,0.001314918,0.949731264,0.871661697,1.115065422,1,12
'im_192.jpg',0.005140013,0.000653788,0.00054029,1.002477001,0.855883801,1.192595837,1,12
'im_193.jpg',0.006443861,0.000992293,0.000919607,1.413636459,1.034467966,1.117066838,1,12
'im_194.jpg',0.004210046,0.001148878,0.000813508,0.862073117,0.892216299,1.095219716,1,12
'im_195.jpg',0.006701911,0.000644486,0.000394099,1.550109961,1.030831669,1.24227753,1,12
'im_196.jpg',0.003891187,0.000266754,0.000185259,0.676504992,0.420268437,1.178215473,1,12
'im_197.jpg',0.004472984,0.000861656,0.000744621,0.904838906,0.827029211,1.296732619,1,12
'im_198.jpg',0.008533679,0.000867212,0.000559526,1.650509051,1.024083986,1.360821694,1,12
'im_199.jpg',0.007827462,0.000937022,0.000885011,1.583568606,1.130747636,1.639052094,1,12
'im_2.jpg',0.004297602,0.000651882,0.000343383,1.287808899,0.925787669,1.098955918,1,10
'im_20.jpg',0.002144886,0.000246458,0.000173443,1.068565829,0.567144665,0.80929734,1,11
'im_200.jpg',0.00586717,0.000551601,0.000649674,1.339600072,0.841761799,1.348344438,1,12
'im_2001.jpg',0.00127655,0.000387084,0.000352505,0.823025261,0.932744532,1.117006339,1,13
'im_2002.jpg',0.004406501,0.000780354,0.000635529,0.722336266,0.556111671,0.9692573,1,13
'im_2003.jpg',0.003009841,0.000972853,0.0007999,1.046638846,0.983114887,1.221502011,1,13
'im_2004.jpg',2.03E-05,0.000858716,0.000124696,0.699851479,0.369643841,0.62307725,1,13
'im_2005.jpg',0.003727937,0.000465026,0.000726842,0.549097495,0.674867476,0.951727356,1,13
'im_2006.jpg',0.00487516,0.00140316,0.001288463,0.689244521,0.56656391,0.915966442,1,13
'im_2007.jpg',0.006832963,0.00063204,0.000547478,0.881337536,0.542000248,0.755046268,1,13
'im_2008.jpg',0.000559219,0.000501124,0.000555453,0.72161687,0.400712949,0.636680903,1,13
'im_2009.jpg',0.004292284,0.000526566,0.000713233,0.735923509,0.480684241,0.836447132,1,13
'im_201.jpg',0.004571473,0.000418582,0.000539536,1.401943807,0.96448338,1.167410393,1,12
'im_2010.jpg',0.003810844,0.000125834,0.000140856,0.699256167,0.37819486,0.80117649,1,13
'im_2011.jpg',0.002289611,0.000341566,0.000229329,0.766319139,0.619293467,0.946855014,1,13
'im_2012.jpg',0.0011532,0.000186086,0.000384507,1.170997257,0.833546659,0.991326618,1,13
'im_2013.jpg',0.003611888,0.00052029,0.000686109,0.881366894,0.423248006,0.572149156,1,13
'im_2014.jpg',0.002253822,0.000243262,0.000193734,0.65711414,0.505447714,0.790801928,1,13
'im_2015.jpg',0.002647848,0.000654171,0.00040755,1.2718797,1.041697765,1.197265594,1,13
'im_2016.jpg',0.006378151,0.001182622,0.000796833,1.115919881,0.505860396,0.748391547,1,13
'im_2017.jpg',0.000310703,0.000162522,0.000146506,0.730660482,0.437705235,0.796549175,1,13
'im_2018.jpg',0.004144156,0.000912726,0.000741885,0.844670973,0.385784869,0.675440174,1,13
'im_2019.jpg',0.001784699,0.00026612,0.000218461,0.875900978,0.528454872,0.840918678,1,13
'im_202.jpg',0.005742313,0.000837346,0.001177408,1.349373651,1.098619667,1.201109898,1,12
'im_2020.jpg',0.002959605,0.00044827,0.000486762,1.048595579,0.707185879,0.777032344,1,13
'im_2021.jpg',0.003932967,0.000331736,0.000604543,0.978999978,0.549611518,0.844084779,1,13
'im_2022.jpg',0.004931749,0.001976253,0.001552069,1.127154502,1.119166522,1.404194003,1,13
'im_2023.jpg',0.004386631,0.001195757,0.000817898,1.211702464,1.14362756,1.354046267,1,13
'im_2024.jpg',0.003759099,0.001481805,0.001858231,0.808799009,0.464330782,0.833717283,1,13
'im_2025.jpg',0.00761842,0.000728229,0.00076224,1.423001015,1.214793947,1.605340364,1,13
'im_2026.jpg',0.002191731,0.000153753,0.000261731,0.727389607,0.517122108,0.890806055,1,13
'im_2027.jpg',0.004048863,0.000918765,0.00099469,0.804864054,0.767925517,0.925155572,1,13
'im_2028.jpg',0.002650853,0.000973037,0.000765612,0.976988062,0.969938383,1.006822479,1,13
'im_2029.jpg',0.005937083,0.000846932,0.000509677,1.290686307,1.219378409,1.31838604,1,13
'im_203.jpg',0.005494045,0.000706165,0.000658042,1.212993076,0.959977138,1.278857824,1,12
'im_2030.jpg',0.003063406,0.000343426,0.000305371,0.608069495,0.487519859,0.724660199,1,13
'im_2031.jpg',0.000573057,2.85E-05,8.45E-05,0.632251489,0.348620698,0.586067003,1,13
'im_2032.jpg',0.004747038,0.00106793,0.00076242,1.014692527,0.821788834,0.902540764,1,13
'im_2033.jpg',0.002517586,0.00014576,0.000273227,0.732453835,0.393781717,0.885644366,1,13
'im_2034.jpg',0.002730567,0.000716492,0.000558917,0.703219893,0.522057613,0.799702283,1,13
'im_2035.jpg',0.003636086,0.000504985,0.000613899,1.063944735,0.745146985,1.178688424,1,13
'im_2036.jpg',0.002386332,0.000948186,0.000776648,0.79825373,0.54589109,0.816471142,1,13
'im_2037.jpg',0.001753804,0.000340811,0.000255143,0.921453802,0.57049757,0.895316502,1,13
'im_2038.jpg',0.002821539,0.000507718,0.000531267,0.625903722,0.451008563,0.747105735,1,13
'im_2039.jpg',0.002690472,0.000390792,0.000732352,0.89106699,0.549631933,0.716853444,1,13
'im_204.jpg',0.00549533,0.000107448,9.11E-05,1.00403638,0.334210077,0.781375477,1,12
'im_2040.jpg',0.00608829,0.000784171,0.001280804,1.149823829,0.613977623,0.776419626,1,13
'im_2041.jpg',0.003751006,0.00036761,0.000358692,0.750959585,0.451050585,0.776790016,1,13
'im_2042.jpg',0.011376698,0.000747358,0.00042954,0.894506786,0.720180336,0.89451436,1,13
'im_2043.jpg',0.002144941,0.000156968,0.000240064,0.766022719,0.552403521,0.812015991,1,13
'im_2044.jpg',0.004742927,0.000103504,5.18E-05,0.877157883,0.50071924,0.615059611,1,13
'im_2045.jpg',0.001595406,0.000194759,0.000210227,0.68150461,0.661067999,1.13540846,1,13
'im_2046.jpg',0.003011757,0.000456653,0.000787819,0.919712638,0.693292056,1.029716073,1,13
'im_2047.jpg',0.003356999,0.000406863,0.000346067,0.571836403,0.327676756,0.670859342,1,13
'im_2048.jpg',0.003983181,0.000412244,0.000389378,1.102133282,0.773779069,1.189307759,1,13
'im_2049.jpg',0.002402133,0.000544243,0.000672871,0.759220188,0.502917419,0.909197167,1,13
'im_205.jpg',0.00693141,0.000480827,0.000338873,1.244546175,0.950416764,1.364747188,1,12
'im_2050.jpg',0.001482173,0.00033171,0.000312097,0.923005013,0.796532957,1.023729626,1,13
'im_2051.jpg',0.00082363,0.001171752,0.003395584,0.495678129,0.482437915,0.417323915,1,13
'im_2052.jpg',0.002915287,0.000299394,0.000247235,0.924763585,0.558609693,1.002065842,1,13
'im_2053.jpg',0.001104642,0.000108661,0.000358614,0.747087353,0.490272761,0.71075597,1,13
'im_2054.jpg',0.003002033,0.000845863,0.000443391,0.995413975,0.701572663,0.867330585,1,13
'im_2055.jpg',0.00567706,0.00078909,0.000974136,1.064906243,0.756073742,0.823245017,1,13
'im_2056.jpg',0.006657084,0.001534138,0.000852749,0.863291432,0.604084893,0.922899843,1,13
'im_2057.jpg',0.003196195,0.00068563,0.000626941,0.975750779,0.677792,1.006061101,1,13
'im_2058.jpg',0.003856613,0.000971456,0.001640772,0.860203778,0.372972877,0.605779872,1,13
'im_2059.jpg',0.002204449,0.000853064,0.000910342,0.841794244,0.788985622,1.142832344,1,13
'im_206.jpg',0.006792916,0.000809714,0.001054666,1.349232672,0.994111886,1.386705624,1,12
'im_2060.jpg',0.000581749,0.000161697,0.000324471,0.927108494,0.667540711,0.791443539,1,13
'im_2061.jpg',0.006000888,0.001527452,0.002103509,0.996498033,0.570088664,0.671340287,1,13
'im_2062.jpg',0.002784648,4.03E-05,0.000121835,0.723034635,0.411169547,0.651994446,1,13
'im_2063.jpg',0.00143682,0.000308354,0.000294102,0.74647852,0.518869562,0.646521474,1,13
'im_2064.jpg',0.0034332,0.000990407,0.000763037,0.903140697,0.627094803,0.889092966,1,13
'im_2065.jpg',0.003314529,0.001012006,0.000748897,1.000443127,0.821747603,0.996570939,1,13
'im_2066.jpg',0.001368482,0.00047513,0.000794754,1.274273243,0.958157087,1.355205362,1,13
'im_2067.jpg',0.005838108,0.000876621,0.00131896,1.135089588,0.904424698,1.131372843,1,13
'im_2068.jpg',0.00185234,0.000435499,0.0004124,0.779035492,0.401952024,0.69747866,1,13
'im_2069.jpg',0.004361875,0.000865329,0.00068735,1.05199448,0.900453942,1.059901514,1,13
'im_207.jpg',0.006923531,0.000373156,0.000343377,1.095505178,0.660159739,1.01036735,1,12
'im_2070.jpg',0.003652135,0.000329296,0.000534016,0.832724627,0.422406392,0.654669388,1,13
'im_2071.jpg',0.004654578,0.000874086,0.000518071,0.935765277,0.37873222,0.674210097,1,13
'im_2072.jpg',0.003553759,0.001639481,0.000988961,0.623554348,0.587703642,0.765206952,1,13
'im_2073.jpg',0.003288712,0.000562754,0.000537212,1.014852611,0.81243278,1.031992449,1,13
'im_2074.jpg',0.004870926,0.00048413,0.000585943,0.953249517,0.472127934,0.892948033,1,13
'im_2075.jpg',0.003728882,0.001073101,0.00250041,0.572495217,0.484436307,0.631416761,1,13
'im_2076.jpg',0.001648321,0.000923729,0.001408506,0.550103896,0.740591079,0.925355973,1,13
'im_2077.jpg',0.003284142,0.000285888,0.000409516,1.047325568,0.77240073,0.853576448,1,13
'im_2078.jpg',0.001987598,0.000376806,0.000385492,0.859038387,0.43293019,0.73394772,1,13
'im_2079.jpg',0.001389238,2.25E-05,2.16E-05,0.572552155,0.317371829,0.623789829,1,13
'im_208.jpg',0.005521885,0.000377628,0.000356872,1.404365753,0.882968596,1.263368618,1,12
'im_2080.jpg',0.003424636,0.000426864,0.000558104,0.782900797,0.547255029,0.753977722,1,13
'im_2081.jpg',0.006728921,0.001386844,0.000741382,1.099048623,0.800323863,1.003382491,1,13
'im_2082.jpg',0.003613273,0.001639539,0.000614917,0.888049604,0.770573899,0.983581261,1,13
'im_2083.jpg',0.003542265,0.000711041,0.000882731,0.965413267,0.868124065,1.235787847,1,13
'im_2084.jpg',0.006775808,0.000827248,0.000607956,0.77438193,0.395083573,0.695198403,1,13
'im_2085.jpg',0.006679361,0.001247924,0.000786642,1.254586072,0.956020592,1.123708575,1,13
'im_2086.jpg',0.005371743,0.000113382,0.000157423,1.047373261,0.479143414,0.860035011,1,13
'im_2087.jpg',0.001056782,0.000180268,0.00030001,1.022305279,0.71319851,0.640546669,1,13
'im_2088.jpg',0.002317416,9.43E-05,0.000520006,0.946174435,0.507040439,0.890836873,1,13
'im_2089.jpg',0.003035927,0.000504013,0.00089738,1.032157908,0.726224904,1.079786057,1,13
'im_209.jpg',0.00610496,0.000886811,0.000865409,1.187340789,0.946868113,1.275868698,1,12
'im_2090.jpg',0.00343406,0.000408776,0.000197649,0.893124674,0.802308848,0.999323447,1,13
'im_2091.jpg',0.001956909,0.000123116,0.000274575,0.807652419,0.443394882,0.755977463,1,13
'im_2092.jpg',0.003458383,0.000127938,0.000727563,0.56112506,0.41609268,1.069147744,1,13
'im_2093.jpg',0.004905717,0.000364007,0.000918356,0.804049566,0.387085759,0.544442139,1,13
